代码,    名称,现价,所属行业,总市值,流通市值,
SH601199,江南水务,3.91,燃气水务,3656672200,3656672200,
SH601200,上海环境,12.88,环保工程,11764906800,11764906800,
SH601206,海尔施,--,生物制品,--,--,
SH601208,东材科技,5.88,化工合成材料,3684413900,3684413900,
SH601211,国泰君安,16.92,证券,150722490000,127172773000,
SH601212,白银有色,2.62,有色冶炼加工,19400509000,18896319000,
SH601216,君正集团,2.87,基础化学,24217110000,24217110000,
SH601218,吉鑫科技,2.74,电气设备,2717422400,2677966400,
SH601222,林洋能源,5.15,电力,9052010900,9006732100,
SH601225,陕西煤业,7.54,煤炭开采加工,75400000000,75400000000,
SH601226,华电重工,3.79,建筑装饰,4377450000,4377450000,
SH601228,广州港,3.20,港口航运,19818176000,19818176000,
SH601229,上海银行,8.17,银行,116067339000,108348761000,
SH601231,环旭电子,17.88,电子制造,38998679000,38998679000,
SH601233,桐昆股份,11.75,化工合成材料,21713231000,21713231000,
SH601236,红塔证券,19.44,证券,70633401000,7076160000,
SH601238,广汽集团,9.80,汽车整车,100329535000,59626541000,
SH601288,农业银行,3.46,银行,1210941300000,1017431320000,
SH601298,青岛港,5.61,港口航运,36415071000,10490116600,
SH601311,骆驼股份,9.02,汽车零部件,7791689900,7791689900,
SH601318,中国平安,74.46,保险及其他,1361146800000,806600200000,
SH601319,中国人保,6.35,保险及其他,280822340000,35569951000,
SH601326,秦港股份,2.69,港口航运,15030138000,4447228500,
SH601328,交通银行,5.18,银行,384680920000,203319480000,
SH601330,绿色动力,9.67,环保工程,11228804000,2472141200,
SH601333,广深铁路,2.37,公路铁路运输,16787983000,13395801700,
SH601336,新华保险,44.95,保险及其他,140223620000,93740498000,
SH601339,百隆东方,3.34,纺织制造,5010000000,5010000000,
SH601360,三六零,18.66,计算机应用,126217269000,22254647000,
SH601366,利群股份,6.21,零售,5343707900,5343707900,
SH601368,绿城水务,5.23,燃气水务,4617949200,3848291000,
SH601369,陕鼓动力,6.00,通用设备,10067761400,9832621400,
SH601375,中原证券,4.71,证券,18223323000,12593153800,
SH601377,兴业证券,6.03,证券,40380930000,40380930000,
SH601388,怡球资源,1.65,有色冶炼加工,3341910000,3341910000,
SH601390,中国中铁,5.86,建筑装饰,143985650000,109212302000,
SH601398,工商银行,5.17,银行,1842620300000,1393895100000,
SH601500,通用股份,5.77,化工合成材料,5033113800,5033113800,
SH601512,中新集团,11.93,综合,17881758000,1788187700,
SH601515,东风股份,6.08,包装印刷,8113152000,8113152000,
SH601518,吉林高速,2.34,公路铁路运输,3159924600,2838888000,
SH601519,大智慧,7.34,计算机应用,14589718000,14589718000,
SH601555,东吴证券,7.73,证券,29996411000,29996411000,
SH601566,九牧王,9.74,服装家纺,5596965800,5596965800,
SH601567,三星医疗,7.63,电气设备,10579521900,10579521900,
SH601577,长沙银行,7.85,银行,26859197000,7813361800,
SH601579,会稽山,7.56,饮料制造,3760041600,3760041600,
SH601588,北辰实业,2.73,房地产开发,9191964600,7261800000,
SH601595,上海电影,14.06,传媒,5251410000,5251410000,
SH601598,中国外运,3.26,物流,24126621000,4406337400,
SH601599,鹿港文化,2.51,纺织制造,2240739700,2240739700,
SH601600,中国铝业,2.85,有色冶炼加工,48514618000,37274315000,
SH601601,中国太保,30.77,保险及其他,278837740000,193441760000,
SH601606,长城军工,11.48,国防军工,8314142000,3417904100,
SH601607,上海医药,18.50,医药商业,52578652000,35574298000,
SH601608,中信重工,3.75,专用设备,16272822000,16272822000,
SH601609,金田铜业,8.10,有色冶炼加工,11801448900,1960200000,
SH601611,中国核建,6.25,建筑装饰,16406319000,16406319000,
SH601615,明阳智能,11.26,电气设备,15535674000,10412598600,
SH601616,广电电气,3.46,电气设备,3237089500,3237089500,
SH601618,中国中冶,2.57,建筑装饰,53259701000,45881231000,
SH601619,嘉泽新能,3.08,电力,6388228000,1551564400,
SH601628,中国人寿,28.54,保险及其他,806674680000,594303550000,
SH601633,长城汽车,8.06,汽车整车,73565788000,48583496000,
SH601636,旗滨集团,5.26,建筑材料,14134426000,13992963000,
SH601658,邮储银行,5.22,银行,454028090000,15524240000,
SH601666,平煤股份,4.20,煤炭开采加工,9776358800,9776358800,
SH601668,中国建筑,5.24,建筑装饰,219896970000,216168880000,
SH601669,中国电建,3.57,建筑装饰,54617555000,39785513000,
SH601677,明泰铝业,9.22,有色冶炼加工,5682295600,5298181200,
SH601678,滨化股份,4.63,基础化学,7150572000,7150572000,
SH601688,华泰证券,18.14,证券,164650430000,133466942000,
SH601689,拓普集团,24.26,汽车零部件,25594003000,25434946000,
SH601696,中银证券,19.25,证券,53476500000,5351500000,
SH601698,中国卫通,17.02,国防军工,68080000000,6808000000,
SH601699,潞安环能,5.68,煤炭开采加工,16991204000,16991204000,
SH601700,风范股份,5.33,电气设备,6040126600,6040126600,
SH601717,郑煤机,5.19,汽车零部件,8991526400,7729140900,
SH601718,际华集团,3.53,服装家纺,15502452000,15502452000,
SH601727,上海电气,4.85,电气设备,73489443000,52819710000,
SH601766,中国中车,6.19,非汽车交运,177645970000,150589070000,
SH601777,力帆股份,3.19,汽车整车,4190886700,4101785800,
SH601778,晶科科技,--,电力,--,--,
SH601788,光大证券,11.18,证券,51548606000,43676893000,
SH601789,宁波建工,4.86,建筑装饰,4743748800,4743748800,
SH601798,蓝科高新,5.99,专用设备,2123623900,2123623900,
SH601799,星宇股份,99.21,汽车零部件,27397361000,27397361000,
SH601800,中国交建,8.06,建筑装饰,130368368000,94682718000,
SH601801,皖新传媒,4.82,传媒,9587966800,9587966800,
SH601808,中海油服,12.40,采掘服务,59167741000,36709803000,
SH601811,新华文轩,11.28,传媒,13917726000,8932676000,
SH601816,京沪高铁,6.50,公路铁路运输,319192150000,16927367000,
SH601818,光大银行,3.73,银行,195785210000,148493520000,
SH601828,美凯龙,9.52,零售,33796000000,3767903600,
SH601838,成都银行,7.75,银行,27994948000,14680071000,
SH601857,中国石油,4.44,石油矿业开采,812613140000,718934030000,
SH601858,中国科传,9.22,传媒,7288410000,7288410000,
SH601860,紫金银行,4.14,银行,15156080000,7183319600,
SH601865,福莱特,12.87,建筑材料,25096500000,4388412600,
SH601866,中远海发,1.93,港口航运,22403681000,15309001000,
SH601869,长飞光纤,31.58,通信设备,23934643000,3365591400,
SH601872,招商轮船,6.78,港口航运,45698014000,35930326000,
SH601877,正泰电器,24.90,电气设备,53534341000,53534341000,
SH601878,浙商证券,9.82,证券,32733468000,11867684800,
SH601880,大连港,1.73,港口航运,22307547000,13382968600,
SH601881,中国银河,9.93,证券,100662979000,64011502000,
SH601882,海天精工,7.72,通用设备,4029840000,4029840000,
SH601886,江河集团,6.42,建筑装饰,7409001000,7409001000,
SH601888,中国国旅,91.30,景点及旅游,178261020000,178261020000,
SH601890,亚星锚链,5.35,国防军工,5132790000,5132790000,
SH601898,中煤能源,3.82,煤炭开采加工,50648094000,34960642000,
SH601899,紫金矿业,3.91,有色冶炼加工,99225086000,75157109000,
SH601900,南方传媒,9.61,传媒,8609373800,8547614000,
SH601901,方正证券,7.12,证券,58612562000,58612562000,
SH601908,京运通,3.24,电力,6457377400,6457377400,
SH601916,浙商银行,4.08,银行,86776283000,8435674500,
SH601918,新集能源,2.68,煤炭开采加工,6942652000,6942652000,
SH601919,中远海控,3.60,港口航运,44134305000,31166286000,
SH601928,凤凰传媒,6.53,传媒,16618197000,16618197000,
SH601929,吉视传媒,2.03,通信服务,6315513600,6315513600,
SH601933,永辉超市,10.16,零售,97235895000,96197434000,
SH601939,建设银行,6.43,银行,1607570600000,61687218000,
SH601949,中国出版,5.25,传媒,9568125000,2105279100,
SH601952,苏垦农发,10.17,种植业与林业,14014260000,4162617300,
SH601958,金钼股份,5.91,有色冶炼加工,19069232000,19069232000,
SH601965,中国汽研,8.78,交运设备服务,8513644400,8439159200,
SH601966,玲珑轮胎,21.66,化工合成材料,25992337000,25714937000,
SH601968,宝钢包装,4.70,包装印刷,3916666500,3916666500,
SH601969,海南矿业,4.61,石油矿业开采,9011260600,9011260600,
SH601975,招商南油,2.67,港口航运,13195450600,9571123900,
SH601985,中国核电,4.33,电力,67398400000,67398400000,
SH601988,中国银行,3.48,银行,1024469510000,733463990000,
SH601989,中国重工,4.17,国防军工,95084487000,76243893000,
SH601990,南京证券,13.75,证券,45358822000,28338590000,
SH601991,大唐发电,2.14,电力,39604360000,21387930000,
SH601992,金隅集团,3.23,建筑材料,34489201000,26919331000,
SH601996,丰林集团,2.58,家用轻工,2956000900,2787279500,
SH601997,贵阳银行,7.90,银行,25422426000,24251733000,
SH601998,中信银行,5.20,银行,254461050000,165906960000,
SH601999,出版传媒,5.93,传媒,3266924200,3266924200,
SH603000,人民网,21.47,通信服务,23739187000,23739187000,
SH603001,奥康国际,7.59,服装家纺,3043438200,3043438200,
SH603002,宏昌电子,4.41,化学制品,2709555600,2709555600,
SH603003,龙宇燃油,8.16,贸易,3398904400,3398904400,
SH603005,晶方科技,101.49,半导体及元件,23310168000,23310168000,
SH603006,联明股份,9.39,汽车零部件,1794224200,1794224200,
SH603007,花王股份,6.19,建筑装饰,2086610600,2063591300,
SH603008,喜临门,10.76,家用轻工,4208642600,4168615400,
SH603009,北特科技,6.11,汽车零部件,2193503200,2004332900,
SH603010,万盛股份,13.49,化学制品,4678215000,4642180500,
SH603011,合锻智能,5.01,专用设备,2269904700,2249235500,
SH603012,创力集团,7.18,专用设备,4570500800,4570500800,
SH603013,亚普股份,13.88,汽车零部件,7137519300,832800000,
SH603015,弘讯科技,5.85,电气设备,2381464800,2364681200,
SH603016,新宏泰,23.68,电气设备,3508428800,3508428800,
SH603017,中衡设计,10.46,建筑装饰,2877700100,2839156000,
SH603018,中设集团,13.73,建筑装饰,6375836300,6315459500,
SH603019,中科曙光,48.32,计算机设备,44939357000,44939357000,
SH603020,爱普股份,9.40,食品加工制造,3008000000,3008000000,
SH603021,山东华鹏,5.67,家用轻工,1814105600,1814105600,
SH603022,新通联,18.03,包装印刷,3606000000,3606000000,
SH603023,威帝股份,5.74,汽车零部件,2602848300,2602848300,
SH603025,大豪科技,7.59,电气设备,7029491500,6970121700,
SH603026,石大胜华,25.16,化工新材料,5099428800,5099428800,
SH603027,千禾味业,30.68,食品加工制造,14481643000,14349224000,
SH603028,赛福天,11.53,通用设备,2545824000,2545824000,
SH603029,天鹅股份,13.55,专用设备,1264757000,1264757000,
SH603030,全筑股份,5.15,建筑装饰,2771486100,2759367100,
SH603031,安德利,35.28,零售,3951360000,3951360000,
SH603032,德新交运,17.49,公交,2798539900,2798539900,
SH603033,三维股份,29.00,化工合成材料,8828126200,5155388000,
SH603035,常熟汽饰,11.10,汽车零部件,3108000000,3108000000,
SH603036,如通股份,8.71,专用设备,1794547400,1771265600,
SH603037,凯众股份,15.35,汽车零部件,1624393800,1610235700,
SH603038,华立股份,12.90,建筑材料,1697273200,1694079800,
SH603039,泛微网络,81.50,计算机应用,12358684100,12038842900,
SH603040,新坐标,27.08,汽车零部件,2152396500,2139943800,
SH603041,美思德,18.73,化工新材料,1885035900,1873000000,
SH603042,华脉科技,16.87,通信设备,2294320000,1704352000,
SH603043,广州酒家,29.04,食品加工制造,11732049200,3644729800,
SH603045,福达合金,12.31,新材料,1694102200,1168621460,
SH603050,科林电气,13.28,电气设备,2154341400,2136680300,
SH603053,成都燃气,13.77,燃气水务,12240015300,1224015300,
SH603055,台华新材,5.96,纺织制造,4569195000,840892000,
SH603056,德邦股份,9.80,物流,9408000000,2133056800,
SH603058,永吉股份,7.38,包装印刷,3092769100,1653934800,
SH603059,倍加洁,24.80,家用轻工,2480000000,620000000,
SH603060,国检集团,20.30,综合,6252400000,6252400000,
SH603063,禾望电气,8.17,电气设备,3518533100,2085801000,
SH603066,音飞储存,8.82,物流,2652199600,2652199600,
SH603067,振华股份,5.61,基础化学,2419032000,2419032000,
SH603068,博通集成,74.19,半导体及元件,10291157100,6985243000,
SH603069,海汽集团,9.74,公交,3077840000,3077840000,
SH603076,乐惠国际,22.39,专用设备,1668055000,601153570,
SH603077,和邦生物,1.36,基础化学,12010500300,12010500300,
SH603078,江化微,41.55,化学制品,4537260000,4537260000,
SH603079,圣达生物,41.70,化学制药,5098985400,1951117400,
SH603080,新疆火炬,12.38,燃气水务,1751770000,1079969300,
SH603081,大丰实业,11.17,专用设备,4488167600,4488167600,
SH603083,剑桥科技,37.59,通信设备,7280196100,4216312400,
SH603085,天成自控,6.03,汽车零部件,1754646400,1754646400,
SH603086,先达股份,20.14,化学制品,2255680000,1460426800,
SH603088,宁波精达,11.22,通用设备,1759296000,1759296000,
SH603089,正裕工业,11.12,汽车零部件,1719947100,1719947100,
SH603090,宏盛股份,15.00,通用设备,1500000000,1500000000,
SH603093,南华期货,21.60,保险及其他,12528000000,1512000000,
SH603095,越剑智能,27.57,专用设备,3639240000,909810000,
SH603096,新经典,57.52,传媒,7782916200,7767961000,
SH603098,森特股份,10.33,建筑装饰,4958524000,4958524000,
SH603099,长白山,7.86,景点及旅游,2096026200,2096026200,
SH603100,川仪股份,8.23,电气设备,3250850000,3250850000,
SH603101,汇嘉时代,6.57,零售,2207520000,2207520000,
SH603103,横店影视,14.63,传媒,9278346000,1085546000,
SH603105,芯能科技,9.22,电气设备,4610000000,2842526000,
SH603106,恒银金融,7.87,计算机设备,3151148000,1333610850,
SH603108,润达医疗,9.80,医疗器械服务,5679434000,5679434000,
SH603109,神驰机电,42.96,电气设备,6300943200,1575343200,
SH603110,东方材料,14.32,化学制品,2058262000,777583730,
SH603111,康尼机电,7.61,非汽车交运,7558826400,6361832500,
SH603113,金能科技,9.68,煤炭开采加工,6543093900,3212455700,
SH603115,海星股份,16.78,有色冶炼加工,3490240000,872560000,
SH603116,红蜻蜓,6.61,服装家纺,3808687300,3808687300,
SH603117,万林物流,3.48,物流,2237698800,2203342900,
SH603118,共进股份,12.21,通信设备,9471704000,9471704000,
SH603121,华培动力,15.31,汽车零部件,3306960000,1516801500,
SH603123,翠微股份,8.49,零售,4449984400,4449984400,
SH603126,中材节能,4.16,环保工程,2539680000,2539680000,
SH603127,昭衍新药,96.65,医疗器械服务,15629940000,7615512000,
SH603128,华贸物流,5.66,物流,5728137100,5728137100,
SH603129,春风动力,41.80,非汽车交运,5617008800,2759588100,
SH603131,上海沪工,16.10,通用设备,5119385500,4549484700,
SH603133,碳元科技,16.73,化学制品,3531452100,3496201900,
SH603136,天目湖,25.31,景点及旅游,2935960000,733990000,
SH603138,海量数据,19.81,计算机应用,4172180900,4155601500,
SH603139,康惠制药,16.91,中药,1688970800,1688970800,
SH603156,养元饮品,26.55,饮料制造,27999046000,16977273000,
SH603157,拉夏贝尔,3.08,服装家纺,1686828700,449073320,
SH603158,腾龙股份,18.01,汽车零部件,3907651300,3907651300,
SH603159,上海亚虹,10.33,专用设备,1446200000,1446200000,
SH603160,汇顶科技,236.25,半导体及元件,107742861000,106040241000,
SH603161,科华控股,12.92,汽车零部件,1723528000,896648000,
SH603165,荣晟环保,16.88,造纸,2993738500,2993738500,
SH603166,福达股份,5.64,汽车零部件,3357259100,3338985500,
SH603167,渤海轮渡,7.89,港口航运,3730444100,3637089600,
SH603168,莎普爱思,7.35,化学制药,2371054900,2371054900,
SH603169,兰石重装,4.54,专用设备,4773821500,4738291000,
SH603177,德创环保,7.84,环保工程,1583680000,1583680000,
SH603178,圣龙股份,7.43,汽车零部件,1499684600,1493155100,
SH603179,新泉股份,25.15,汽车零部件,5689099700,5689099700,
SH603180,金牌厨柜,62.39,家用轻工,4225564300,1102922370,
SH603181,皇马科技,17.10,化学制品,4788000000,2370060000,
SH603183,建研院,11.38,建筑装饰,2172046800,1183163930,
SH603185,上机数控,38.92,电气设备,6941965800,1742526200,
SH603186,华正新材,56.07,半导体及元件,7252654500,7252654500,
SH603187,海容冷链,27.34,通用设备,4332843200,3215478700,
SH603189,网达软件,21.71,计算机应用,4793568000,4793568000,
SH603192,汇得科技,24.10,化工新材料,2570666700,642666670,
SH603195,公牛集团,150.27,电气设备,90162000000,9016200000,
SH603196,日播时尚,7.95,服装家纺,1908000000,519930000,
SH603197,保隆科技,26.85,汽车零部件,4459192900,2642085100,
SH603198,迎驾贡酒,16.25,饮料制造,13000000000,13000000000,
SH603199,九华旅游,20.80,景点及旅游,2302144000,2302144000,
SH603200,上海洗霸,68.35,环保工程,6924045400,2380612000,
SH603203,快克股份,26.47,专用设备,4165569100,4143449300,
SH603208,江山欧派,113.48,家用轻工,9171006600,9171006600,
SH603212,N赛伍,15.06,电气设备,6024150600,602550600,
SH603214,DR爱婴室,28.32,零售,4046435200,1563344400,
SH603217,元利科技,38.87,化学制品,3538724800,884681200,
SH603218,日月股份,20.82,电气设备,11061326600,10920860300,
SH603220,中贝通信,20.09,通信设备,6785598400,3729612100,
SH603221,爱丽家居,13.90,家用轻工,3336000000,834000000,
SH603222,济民制药,46.77,化学制药,14966400000,14966400000,
SH603223,恒通股份,9.83,物流,2774419200,2774419200,
SH603225,新凤鸣,10.39,化工合成材料,14541531000,12259852800,
SH603226,菲林格尔,14.93,家用轻工,2259372600,590568120,
SH603227,雪峰科技,3.67,化学制品,2417429000,2417429000,
SH603228,景旺电子,50.28,半导体及元件,30607166000,30118304000,
SH603229,奥翔药业,29.26,化学制药,4681600000,1579454800,
SH603232,格尔软件,40.44,计算机应用,4904077900,4904077900,
SH603233,大参林,65.68,医药商业,35923712000,7246742000,
SH603236,移远通信,210.99,通信设备,18816088000,4705077000,
SH603238,诺邦股份,30.09,纺织制造,3610800000,3610800000,
SH603239,浙江仙通,12.55,汽车零部件,3397536000,3397536000,
SH603256,宏和科技,10.49,化工新材料,9208122000,921022000,
SH603258,电魂网络,33.13,传媒,8089716500,7951200000,
SH603259,药明康德,101.77,医疗器械服务,168035150000,102388406000,
SH603260,合盛硅业,23.29,新材料,21846020000,8505007900,
SH603266,天龙股份,10.66,化工合成材料,2122137800,2089360000,
SH603267,鸿远电子,51.99,半导体及元件,8596026600,2149266600,
SH603268,松发股份,13.96,家用轻工,1733396400,1733396400,
SH603269,海鸥股份,13.05,通用设备,1193683500,771189750,
SH603277,银都股份,9.41,通用设备,3858617600,1514737100,
SH603278,大业股份,7.59,通用设备,2200587500,909881290,
SH603279,景津环保,20.69,专用设备,8276724200,837945000,
SH603283,赛腾股份,36.81,专用设备,6481888200,1509846800,
SH603286,日盈电子,15.00,汽车零部件,1321140000,686265000,
SH603288,海天味业,122.93,食品加工制造,331956400000,331956400000,
SH603289,泰瑞机器,7.91,专用设备,2110388000,1078091730,
SH603290,斯达半导,143.80,半导体及元件,23008000000,5752000000,
SH603297,永新光学,34.47,光学光电子,3810486200,1760768000,
SH603298,杭叉集团,13.05,专用设备,8076047000,8076047000,
SH603299,苏盐井神,5.92,基础化学,4592326700,3311884800,
SH603300,华铁应急,6.07,保险及其他,4128104100,3862734900,
SH603301,振德医疗,37.88,医疗器械服务,5303200000,2064668300,
SH603302,鑫广绿环,--,环保工程,--,--,
SH603303,得邦照明,8.94,光学光电子,4360175400,4360175400,
SH603305,旭升股份,42.58,汽车零部件,17658045000,3294256700,
SH603306,华懋科技,14.65,汽车零部件,4549919400,4497838700,
SH603308,应流股份,14.38,通用设备,7016894800,6237387400,
SH603309,维力医疗,16.39,医疗器械服务,3278000000,3278000000,
SH603311,金海环境,11.22,专用设备,2356200000,2356200000,
SH603313,梦百合,22.66,家用轻工,7731384600,7676037500,
SH603315,福鞍股份,10.54,环保工程,3236056800,2318282500,
SH603316,诚邦股份,13.18,建筑装饰,2679230400,1384909600,
SH603317,天味食品,51.20,食品加工制造,21153536000,4421376000,
SH603318,派思股份,6.74,专用设备,2710573700,2710573700,
SH603319,湘油泵,19.46,汽车零部件,2041384200,2041384200,
SH603320,迪贝电气,15.36,电气设备,1536000000,499200000,
SH603321,梅轮电梯,7.50,专用设备,2302500000,870750000,
SH603322,超讯通信,17.48,通信设备,2735969600,2735969600,
SH603323,苏农银行,4.44,银行,8005613600,6048105500,
SH603326,我乐家居,16.88,家用轻工,3818762400,1086504830,
SH603327,福蓉科技,24.36,电子制造,9768360000,1242360000,
SH603328,依顿电子,10.34,半导体及元件,10323723900,10323723900,
SH603329,上海雅仕,10.55,物流,1392600000,682374000,
SH603330,上海天洋,16.50,化工新材料,1801800000,1801800000,
SH603331,百达精工,16.88,通用设备,2167937200,537008500,
SH603332,苏州龙杰,22.34,化工合成材料,2657074900,664279900,
SH603333,尚纬股份,7.44,电气设备,3868093200,3792989100,
SH603335,迪生力,4.41,汽车零部件,1888117700,896881990,
SH603336,宏辉果蔬,16.20,农产品加工,3650856300,3650856300,
SH603337,杰克股份,17.89,专用设备,7951894300,7951894300,
SH603338,浙江鼎力,78.66,专用设备,27277354000,27277354000,
SH603339,四方科技,13.50,通用设备,2844110800,2822605300,
SH603345,安井食品,93.80,食品加工制造,22172130000,21580252000,
SH603348,文灿股份,17.03,汽车零部件,3943958300,1389458300,
SH603351,威尔药业,31.52,化学制药,2941868100,1343332900,
SH603353,和顺石油,28.46,基础化学,3795994800,949994800,
SH603355,莱克电气,21.57,白色家电,8649570000,8649570000,
SH603356,华菱精工,16.75,专用设备,2233445000,1511520000,
SH603357,设计总院,10.10,建筑装饰,4590881200,2243641200,
SH603358,华达科技,16.02,汽车零部件,5023872000,5023872000,
SH603359,东珠生态,17.24,环保工程,5493353600,2636862800,
SH603360,百傲化学,19.02,化学制品,4970808500,4970808500,
SH603363,傲农生物,21.15,农产品加工,9183451600,3891450800,
SH603365,水星家纺,13.48,服装家纺,3594711600,1194112320,
SH603366,日出东方,5.86,白色家电,4688000000,4688000000,
SH603367,辰欣药业,15.69,医疗器械服务,7113108600,4513696100,
SH603368,柳药股份,33.67,医药商业,8723002800,8629299100,
SH603369,今世缘,32.60,饮料制造,40896700000,40896700000,
SH603377,东方时尚,15.82,交运设备服务,9302160000,9302160000,
SH603378,亚士创能,32.29,化学制品,6290092000,2227364200,
SH603379,三美股份,29.29,化学制品,12772093600,4039107400,
SH603380,易德龙,16.93,电子制造,2708800000,810858960,
SH603383,顶点软件,56.21,计算机应用,6755612300,3299930600,
SH603385,惠达卫浴,9.49,家用轻工,3505572300,3505572300,
SH603386,广东骏亚,14.00,半导体及元件,3168210800,793450000,
SH603387,基蛋生物,31.25,医疗器械服务,8136877200,4059808000,
SH603388,元成股份,7.18,建筑装饰,2072345500,2047320000,
SH603390,通达电气,12.18,计算机设备,4283547500,1070887520,
SH603392,万泰生物,13.86,医疗器械服务,6009696000,604296000,
SH603393,新天然气,43.65,燃气水务,9777600000,9777600000,
SH603396,金辰股份,19.37,电气设备,2048945700,856092830,
SH603398,邦宝益智,8.79,家用轻工,2605204800,2605204800,
SH603399,吉翔股份,7.24,有色冶炼加工,3937478700,3678286700,
SH603416,信捷电气,39.83,电气设备,5598504800,3633485400,
SH603421,鼎信通讯,14.22,通信设备,6670705300,6602523300,
SH603429,集友股份,37.74,包装印刷,10250155900,9341404800,
SH603439,贵州三力,12.80,中药,5213724400,521472000,
SH603444,吉比特,378.77,传媒,27220136000,27220136000,
SH603456,九洲药业,20.99,化学制药,16910853000,16861434000,
SH603458,勘设股份,20.35,建筑装饰,3782874300,2529293400,
SH603466,风语筑,13.95,建筑装饰,4069926500,1243214240,
SH603477,振静股份,12.01,纺织制造,2882400000,1363135000,
SH603486,科沃斯,19.47,白色家电,10990378900,3497760700,
SH603488,展鹏科技,8.81,专用设备,1840770200,852554890,
SH603489,八方股份,85.90,电气设备,10308000000,2577000000,
SH603496,恒为科技,22.36,计算机设备,4525567800,2442351300,
SH603499,翔港科技,15.31,包装印刷,2171519300,535850000,
SH603500,XD祥和实,13.85,非汽车交运,2443140000,698040000,
SH603501,韦尔股份,194.48,半导体及元件,167948380000,30412582000,
SH603505,金石资源,21.23,石油矿业开采,5095200000,2328561200,
SH603506,南都物业,20.00,房地产开发,2682539700,670634920,
SH603507,振江股份,24.42,电气设备,3127503600,1962807800,
SH603508,思维列控,50.53,计算机应用,9840149100,8064874200,
SH603515,欧普照明,23.87,光学光电子,18047242000,17992220000,
SH603516,淳中科技,38.20,计算机设备,5092074500,3372165400,
SH603517,绝味食品,52.96,食品加工制造,32233082000,32233082000,
SH603518,锦泓集团,6.32,服装家纺,1595139400,1579942300,
SH603519,立霸股份,11.30,白色家电,2507920500,2507920500,
SH603520,司太立,62.02,化学制药,10413058000,10413058000,
SH603527,众源新材,14.31,有色冶炼加工,2492229600,1538707800,
SH603528,多伦科技,7.72,计算机应用,4838737700,4802585000,
SH603530,神马电力,26.27,电气设备,10509168800,1051968750,
SH603533,掌阅科技,34.00,传媒,13634000000,5547152200,
SH603535,嘉诚国际,16.39,物流,2465056000,1083051200,
SH603536,惠发食品,13.34,食品加工制造,2241120000,803789250,
SH603538,美诺华,34.53,化学制药,5168519500,5042043000,
SH603551,奥普家居,15.41,白色家电,6164154100,616554100,
SH603555,贵人鸟,--,服装家纺,1835518300,1835518300,
SH603556,海兴电力,15.06,仪器仪表,7385446100,7359581600,
SH603557,起步股份,8.22,服装家纺,3898250000,1799378200,
SH603558,健盛集团,8.25,服装家纺,3434939900,3169965300,
SH603559,中通国脉,20.45,通信设备,2930755100,2889597400,
SH603566,普莱柯,19.90,农业服务,6397770400,6397770400,
SH603567,珍宝岛,12.07,中药,10249361200,10249361200,
SH603568,伟明环保,29.96,环保工程,28958837000,28951799000,
SH603569,长久物流,9.06,物流,5076087300,5076087300,
SH603577,汇金通,13.20,电气设备,3805140700,3234369600,
SH603578,三星新材,20.76,白色家电,1859536800,1840230000,
SH603579,荣泰健康,32.28,白色家电,4519200000,4519200000,
SH603580,艾艾精工,11.69,化工合成材料,1527569700,493647660,
SH603583,捷昌驱动,49.49,电气设备,8784561600,5223303300,
SH603585,苏利股份,17.85,化学制品,3213000000,3213000000,
SH603586,金麒麟,15.50,汽车零部件,3157949900,3111914900,
SH603587,地素时尚,21.55,服装家纺,8641550000,2047250000,
SH603588,高能环境,12.24,环保工程,8328197500,8258715900,
SH603589,口子窖,41.21,饮料制造,24726000000,24726000000,
SH603590,康辰药业,32.86,生物制品,5257600000,2739460700,
SH603595,东尼电子,29.36,其他电子,6286288700,2080918000,
SH603596,伯特利,28.01,汽车零部件,11443793600,4811935900,
SH603598,引力传媒,11.77,传媒,3185232700,3152746300,
SH603599,广信股份,16.42,化学制品,7630031400,7630031400,
SH603600,永艺股份,11.72,家用轻工,3545811000,3537205200,
SH603601,再升科技,12.16,化工新材料,8679053900,8679053900,
SH603602,纵横通信,23.22,通信设备,3640896000,2157565900,
SH603603,博天环境,6.02,环保工程,2515060000,1413676700,
SH603605,珀莱雅,128.56,化学制品,25875215000,8030024700,
SH603606,东方电缆,13.92,电气设备,9105134900,8892703600,
SH603607,京华激光,20.18,包装印刷,2573192200,643580560,
SH603608,天创时尚,8.91,服装家纺,3831886900,3674912500,
SH603609,禾丰牧业,14.96,农产品加工,13797674000,13528434000,
SH603610,麒盛科技,38.87,家用轻工,5843430100,1460859000,
SH603611,诺力股份,19.20,专用设备,5136688400,5082605800,
SH603612,索通发展,10.66,新材料,3592279900,1906670300,
SH603613,国联股份,105.10,计算机应用,14799657000,3700571000,
SH603615,茶花股份,8.50,化工合成材料,2079610000,2040000000,
SH603616,韩建河山,6.87,建筑材料,2015383200,2015383200,
SH603617,君禾股份,14.64,通用设备,2086267300,634836960,
SH603618,杭电股份,6.27,电气设备,4332759000,4332759000,
SH603619,中曼石油,12.75,采掘服务,5100001300,1827350600,
SH603626,科森科技,11.13,通用设备,5263635800,5159102800,
SH603628,清源股份,7.41,电气设备,2028858000,2028858000,
SH603629,利通电子,22.75,电子制造,2275000000,682500000,
SH603630,拉芳家化,12.60,化学制品,2856672000,2856672000,
SH603633,徕木股份,10.84,电子制造,2204763900,2204763900,
