代码,    名称,现价,所属行业,总市值,流通市值,
SH600000,浦发银行,10.63,银行,312012610000,298743010000,
SH600004,白云机场,15.80,机场航运,32695264000,32695264000,
SH600006,东风汽车,3.98,汽车整车,7960000000,7960000000,
SH600007,中国国贸,14.54,房地产开发,14645888000,14645888000,
SH600008,首创股份,3.29,环保工程,18705125000,18705125000,
SH600009,上海机场,70.70,机场航运,136235960000,77308781000,
SH600010,包钢股份,1.08,钢铁,49231835000,34211389000,
SH600011,华能国际,4.22,电力,66245954000,46410336000,
SH600012,皖通高速,5.36,公路铁路运输,8890149600,6247616000,
SH600015,华夏银行,6.56,银行,100940189000,84116824000,
SH600016,民生银行,5.89,银行,257878440000,208871910000,
SH600017,日照港,2.43,港口航运,7473838900,7473838900,
SH600018,上港集团,4.18,港口航运,96865960000,96865960000,
SH600019,宝钢股份,4.87,钢铁,108461173000,107899635000,
SH600020,中原高速,3.92,公路铁路运输,8809697600,8809697600,
SH600021,上海电力,7.36,电力,19262328000,17275733000,
SH600022,山东钢铁,1.27,钢铁,13902118000,13902118000,
SH600023,浙能电力,3.49,电力,47466408000,47466408000,
SH600025,华能水电,3.55,电力,63900000000,31694400000,
SH600026,中远海能,8.48,港口航运,40387627000,23201559000,
SH600027,华电国际,3.67,电力,36197124000,25674377000,
SH600028,中国石化,4.46,基础化学,539977600000,426187660000,
SH600029,南方航空,5.40,机场航运,69529687000,43802210000,
SH600030,中信证券,23.70,证券,306364590000,232607480000,
SH600031,三一重工,19.65,专用设备,165758220000,165657370000,
SH600033,福建高速,2.83,公路铁路运输,7766652000,7766652000,
SH600035,楚天高速,3.27,公路铁路运输,5535872300,5287239900,
SH600036,招商银行,35.09,银行,884964380000,723869660000,
SH600037,歌华有线,8.44,通信服务,11746605300,11746605300,
SH600038,中直股份,44.21,国防军工,26060766000,26060766000,
SH600039,四川路桥,3.81,建筑装饰,14117290000,13171447500,
SH600048,保利地产,16.24,房地产开发,193786640000,193786640000,
SH600050,中国联通,5.22,通信服务,161953150000,112229534000,
SH600051,宁波联合,8.21,房地产开发,2552324800,2552324800,
SH600052,浙江广厦,3.89,传媒,3391259600,3391259600,
SH600053,九鼎投资,26.25,保险及其他,11380446000,11380446000,
SH600054,黄山旅游,8.49,景点及旅游,6192431400,4357917000,
SH600055,万东医疗,14.54,医疗器械服务,7863467500,7863467500,
SH600056,中国医药,14.33,医药商业,15311398000,15305990000,
SH600057,厦门象屿,5.73,物流,12362211900,12362211900,
SH600058,五矿发展,6.44,贸易,6903105000,6903105000,
SH600059,古越龙山,7.85,饮料制造,6346914700,6346914700,
SH600060,海信视像,11.05,视听器材,14458718000,14458718000,
SH600061,国投资本,11.94,证券,50471929000,49835553000,
SH600062,华润双鹤,12.78,化学制药,13332577900,13332577900,
SH600063,皖维高新,3.36,化工合成材料,6471006200,6471006200,
SH600064,南京高科,8.88,园区开发,10975297200,10975297200,
SH600066,宇通客车,13.04,汽车整车,28869767000,28869767000,
SH600067,冠城大通,3.40,房地产开发,5073176500,5073176500,
SH600068,葛洲坝,6.53,建筑装饰,30069197000,30069197000,
SH600070,浙江富润,9.14,综合,4770587500,4378946300,
SH600071,凤凰光学,8.66,其他电子,2438429900,2056511500,
SH600072,中船科技,11.03,国防军工,8120836200,8120836200,
SH600073,上海梅林,8.47,食品加工制造,7942568600,7942568600,
SH600075,新疆天业,4.52,基础化学,4395801000,4395801000,
SH600076,康欣新材,3.63,种植业与林业,3754378800,3754378800,
SH600077,宋都股份,3.07,房地产开发,4114175500,4114175500,
SH600078,澄星股份,4.72,化学制品,3127343900,3127343900,
SH600079,人福医药,20.70,化学制药,28021679000,26621216000,
SH600080,金花股份,5.49,生物制品,2049253900,1676074300,
SH600081,东风科技,10.10,汽车零部件,3166956000,3166956000,
SH600082,海泰发展,3.37,园区开发,2177410300,2137556600,
SH600085,同仁堂,25.68,中药,35219356000,35219356000,
SH600086,东方金钰,1.50,家用轻工,2025000000,1585267500,
SH600088,中视传媒,12.14,景点及旅游,4828155700,4828155700,
SH600089,特变电工,7.53,电气设备,27968775000,27968775000,
SH600090,同济堂,3.28,医药商业,4722094500,4722094500,
SH600093,易见股份,12.61,保险及其他,14154063000,14154063000,
SH600094,大名城,8.11,房地产开发,20074886000,18463266000,
SH600095,哈高科,9.30,房地产开发,3359751200,3359751200,
SH600096,云天化,4.78,化学制品,6839109000,6316192300,
SH600097,开创国际,9.29,养殖业,2238300600,2102076500,
SH600098,广州发展,5.82,电力,15866464000,15866464000,
SH600099,林海股份,5.87,非汽车交运,1286234400,1286234400,
SH600100,同方股份,7.29,计算机设备,21606823000,21606823000,
SH600101,明星电力,5.97,电力,2515953000,2515953000,
SH600103,青山纸业,1.92,造纸,4427170200,4427170200,
SH600104,上汽集团,18.90,汽车整车,220817420000,220817420000,
SH600105,永鼎股份,4.10,通信设备,5106586700,5077333000,
SH600106,重庆路桥,2.83,公路铁路运输,3419219000,3419219000,
SH600107,美尔雅,9.61,服装家纺,3459600000,3459600000,
SH600108,亚盛集团,3.38,种植业与林业,6580573100,6580573100,
SH600109,国金证券,9.71,证券,29366529000,29366529000,
SH600110,诺德股份,4.68,其他电子,5383460600,5383460600,
SH600111,北方稀土,9.03,有色冶炼加工,32806586000,32806586000,
SH600113,浙江东日,6.23,零售,2563216100,2563216100,
SH600114,东睦股份,9.33,新材料,5751520600,5692807300,
SH600115,东方航空,4.38,机场航运,71742250000,42961167000,
SH600116,三峡水利,8.20,电力,8142645100,8142645100,
SH600117,西宁特钢,3.00,钢铁,3135354800,3135354800,
SH600118,中国卫星,32.88,国防军工,38880243000,38880243000,
SH600120,浙江东方,9.55,保险及其他,15197739000,11560527600,
SH600121,郑州煤电,1.86,煤炭开采加工,2266246400,2266246400,
SH600123,兰花科创,4.85,煤炭开采加工,5540640000,5540640000,
SH600125,铁龙物流,5.19,公路铁路运输,6775658500,6775658500,
SH600126,杭钢股份,7.92,钢铁,26747338000,26747338000,
SH600127,金健米业,10.14,农产品加工,6507681800,6507681800,
SH600128,弘业股份,6.56,贸易,1618794800,1618794800,
SH600129,太极集团,12.34,中药,6872031800,6711615800,
SH600130,波导股份,3.64,通信设备,2795520000,2795520000,
SH600131,国网信通,19.59,计算机应用,21692913000,7986038500,
SH600132,重庆啤酒,54.44,饮料制造,26347392000,26347392000,
SH600133,东湖高新,6.40,建筑装饰,4824335900,4436293300,
SH600135,乐凯胶片,6.62,医疗器械服务,3662893000,2469205300,
SH600136,当代明诚,8.32,传媒,4864026900,4050859800,
SH600137,浪莎股份,14.01,服装家纺,1362018400,1362018400,
SH600138,中青旅,10.50,景点及旅游,7600320000,7600320000,
SH600139,西部资源,2.72,综合,1800342200,1800342200,
SH600141,兴发集团,8.91,化学制品,9189708600,6358594700,
SH600143,金发科技,9.74,化工合成材料,25067082000,25067082000,
SH600146,商赢环球,7.18,服装家纺,3374384600,3374384600,
SH600148,长春一东,13.26,汽车零部件,1876508100,1876508100,
SH600150,中国船舶,18.69,国防军工,78908962000,25757018000,
SH600151,航天机电,4.40,汽车零部件,6310710100,6310710100,
SH600152,维科技术,5.74,其他电子,2416081300,1723573900,
SH600153,建发股份,8.37,物流,23730628000,23730628000,
SH600155,华创阳安,11.30,证券,19656990000,19656990000,
SH600156,华升股份,4.08,纺织制造,1640611700,1640611700,
SH600157,永泰能源,1.26,煤炭开采加工,15656502000,15656502000,
SH600158,中体产业,8.59,房地产开发,7247686900,5647885400,
SH600159,大龙地产,2.50,房地产开发,2075008100,2075008100,
SH600160,巨化股份,6.44,化学制品,17678870000,17678870000,
SH600161,天坛生物,34.08,生物制品,35626101000,35626101000,
SH600162,香江控股,1.92,房地产开发,6519900300,6519900300,
SH600163,中闽能源,3.26,电力,5507127700,3258256600,
SH600165,新日恒力,4.17,化学制品,2855965300,2855965300,
SH600166,福田汽车,1.80,汽车整车,11835345700,11835345700,
SH600167,联美控股,15.27,电力,34939584000,34939584000,
SH600168,武汉控股,8.42,燃气水务,5974576800,5974576800,
SH600169,太原重工,1.95,专用设备,4999712300,4999712300,
SH600170,上海建工,3.29,建筑装饰,29295469000,29295469000,
SH600171,上海贝岭,16.38,半导体及元件,11537017400,11036971300,
SH600172,黄河旋风,3.25,通用设备,4687099500,3978722400,
SH600173,卧龙地产,4.64,房地产开发,3253188700,3247091700,
SH600175,美都能源,--,综合,3111545200,3111545200,
SH600176,中国巨石,8.80,化工新材料,30820300000,30820300000,
SH600177,雅戈尔,6.57,服装家纺,32942153000,32942153000,
SH600178,东安动力,4.31,汽车零部件,1991564800,1991564800,
SH600180,瑞茂通,5.82,物流,5915898800,5915898800,
SH600182,S佳通,12.89,化工合成材料,4382600000,2191300000,
SH600183,生益科技,32.46,半导体及元件,73885171000,73885171000,
SH600184,光电股份,9.27,国防军工,4716212900,4716212900,
SH600185,格力地产,5.00,房地产开发,10305457200,10305457200,
SH600186,莲花健康,2.85,食品加工制造,3932783300,3932783300,
SH600187,国中水务,2.23,燃气水务,3688275300,3688275300,
SH600188,兖州煤业,8.29,煤炭开采加工,40720613000,24537401000,
SH600189,吉林森工,3.18,饮料制造,2279662100,1516890500,
SH600190,锦州港,2.91,港口航运,5826668300,5178300000,
SH600191,华资实业,6.54,农产品加工,3171455300,3171455300,
SH600192,长城电工,4.70,电气设备,2076215600,2076215600,
SH600195,中牧股份,14.46,农业服务,12181219700,12181219700,
SH600196,复星医药,33.63,生物制品,86190278000,67628519000,
SH600197,伊力特,12.75,饮料制造,5537853400,5537853400,
SH600198,大唐电信,8.93,半导体及元件,7877228700,7862460800,
SH600199,金种子酒,5.00,饮料制造,3288984100,3032347000,
SH600200,江苏吴中,6.50,化学制药,4630527400,4630527400,
SH600201,生物股份,23.91,农业服务,26928404000,26928404000,
SH600202,哈空调,4.18,电气设备,1602364000,1602364000,
SH600203,福日电子,8.99,通信设备,4103459600,4103459600,
SH600206,有研新材,12.47,新材料,10557363000,10493227300,
SH600207,安彩高科,4.11,燃气水务,3546749100,3546749100,
SH600208,新湖中宝,3.14,房地产开发,27001939000,26998260000,
SH600210,紫江企业,4.32,包装印刷,6552300200,6552300200,
SH600211,西藏药业,27.30,中药,6768703100,5468068700,
SH600213,亚星客车,7.05,汽车整车,1551000000,1551000000,
SH600215,长春经开,--,园区开发,3255230200,3255230200,
SH600216,浙江医药,17.88,化学制药,17256489000,17256412000,
SH600217,中再资环,5.75,环保工程,7984793700,7984793700,
SH600218,全柴动力,9.35,通用设备,3447859300,3447859300,
SH600219,南山铝业,2.09,有色冶炼加工,24976506000,20455540000,
SH600220,江苏阳光,2.15,纺织制造,3834181700,3834181700,
SH600221,海航控股,1.46,机场航运,24536936000,23996564000,
SH600222,太龙药业,5.83,中药,3345757000,3345757000,
SH600223,鲁商发展,7.15,房地产开发,7156921200,7156921200,
SH600226,瀚叶股份,--,传媒,7375804400,4683242200,
SH600227,圣济堂,3.08,化学制药,5214853300,3936793000,
SH600229,城市传媒,7.03,传媒,4935735000,4935735000,
SH600230,沧州大化,7.64,化工新材料,3146637200,3146637200,
SH600231,凌钢股份,2.18,钢铁,6040960400,6040960400,
SH600232,金鹰股份,6.02,专用设备,2195605600,2195605600,
SH600233,圆通速递,12.66,物流,40062020000,39975778000,
SH600235,民丰特纸,4.81,造纸,1689753000,1689753000,
SH600236,桂冠电力,4.30,电力,33894225000,33894225000,
SH600237,铜峰电子,3.71,半导体及元件,2093811100,2093811100,
SH600239,云南城投,2.86,房地产开发,4592264600,4592264600,
SH600242,中昌数据,6.51,传媒,2972889900,2686291000,
SH600246,万通地产,7.75,房地产开发,15918572000,15918572000,
SH600248,延长化建,3.89,建筑装饰,3570835900,2554501000,
SH600249,两面针,4.20,化学制品,2310000000,2310000000,
SH600250,南纺股份,5.24,贸易,1627511900,1355548500,
SH600251,冠农股份,6.16,农产品加工,4834626800,4834626800,
SH600252,中恒集团,3.38,中药,11745862200,11745862200,
SH600255,梦舟股份,--,有色冶炼加工,1999640700,1999640700,
SH600256,广汇能源,2.52,基础化学,17119849000,17020163000,
SH600257,大湖股份,3.60,养殖业,1732453900,1732453900,
SH600258,首旅酒店,16.36,酒店及餐饮,16159148000,16014662000,
SH600259,广晟有色,28.46,有色冶炼加工,8589293200,8589293200,
SH600260,凯乐科技,15.13,通信设备,15140818000,14358324000,
SH600261,阳光照明,3.59,光学光电子,5213049500,5213049500,
SH600262,北方股份,15.55,专用设备,2643500000,2643500000,
SH600266,城建发展,6.59,房地产开发,12392152300,12392152300,
SH600267,海正药业,14.10,化学制药,13613999000,13613999000,
SH600268,国电南自,10.02,电气设备,6966557100,6365169300,
SH600269,赣粤高速,3.62,公路铁路运输,8454173400,8454173400,
SH600271,航天信息,17.17,计算机应用,31979624000,31710006000,
SH600272,开开实业,7.22,医药商业,1754460000,1155200000,
SH600273,嘉化能源,8.71,化学制品,12479083000,12313611200,
SH600276,恒瑞医药,93.00,化学制药,411273150000,410419690000,
SH600277,亿利洁能,3.69,基础化学,10106689100,10106689100,
SH600278,东方创业,8.81,贸易,4600949700,4600949700,
SH600279,重庆港九,3.60,港口航运,4272718600,2494650900,
SH600280,中央商场,--,零售,2032552700,2014852600,
SH600281,太化股份,3.72,综合,1913575500,1913575500,
SH600282,南钢股份,3.19,钢铁,14147658000,14147658000,
SH600283,钱江水利,9.69,燃气水务,3420528900,3420528900,
SH600284,浦东建设,6.53,建筑装饰,6335771700,6335771700,
SH600285,羚锐制药,8.45,中药,4797986000,4797986000,
SH600287,江苏舜天,5.45,贸易,2380538600,2380538600,
SH600288,大恒科技,10.93,其他电子,4774224000,4774224000,
SH600291,西水股份,7.57,保险及其他,8274497300,8274497300,
SH600292,远达环保,4.83,环保工程,3771345600,3771345600,
SH600293,三峡新材,2.54,通信设备,2946768400,2946768400,
SH600295,鄂尔多斯,7.50,石油矿业开采,10709603000,4590000000,
SH600297,广汇汽车,3.45,交运设备服务,28145203000,27980541000,
SH600298,安琪酵母,37.14,农产品加工,30606366000,30606366000,
SH600299,安迪苏,11.95,化学制品,32048720000,32048720000,
SH600300,维维股份,3.14,饮料制造,5250080000,5250080000,
SH600302,标准股份,3.94,专用设备,1363278600,1363278600,
SH600303,曙光股份,3.49,汽车整车,2357858700,2357858700,
SH600305,恒顺醋业,19.09,食品加工制造,14958149000,14958149000,
SH600306,商业城,--,零售,753527620,750636750,
SH600307,酒钢宏兴,1.69,钢铁,10585074000,10585074000,
SH600308,华泰股份,4.42,造纸,5160621500,5160621500,
SH600309,万华化学,45.00,化工新材料,141288600000,64069039000,
SH600310,桂东电力,3.71,电力,3071045300,3071045300,
SH600312,平高电气,8.42,电气设备,11425277400,11425277400,
SH600313,农发种业,3.88,种植业与林业,4198930800,3955260800,
SH600315,上海家化,32.43,化学制品,21768588000,21768588000,
SH600316,洪都航空,12.94,国防军工,9279461800,9279461800,
SH600317,营口港,2.14,港口航运,13852184000,13852184000,
SH600318,新力金融,7.84,保险及其他,4024777100,3794560000,
SH600320,振华重工,3.16,专用设备,16647997000,10497512600,
SH600321,正源股份,2.12,建筑材料,3202366000,3202366000,
SH600322,天房发展,2.49,房地产开发,2753193000,2753193000,
SH600323,瀚蓝环境,21.15,环保工程,16206484000,16206484000,
SH600325,华发股份,6.71,房地产开发,14206544000,14142092000,
SH600326,西藏天路,7.03,建筑材料,6083653100,6083653100,
SH600327,大东方,3.76,交运设备服务,3326771000,3326771000,
SH600328,兰太实业,7.50,基础化学,7182484400,3285233000,
SH600329,中新药业,13.88,中药,10726506700,7854248900,
SH600330,天通股份,8.82,专用设备,8789709700,8789709700,
SH600331,宏达股份,2.18,有色冶炼加工,4429760000,4429760000,
SH600332,白云山,30.90,中药,50236940000,43442030000,
SH600333,长春燃气,3.65,燃气水务,2222962000,1933112300,
SH600335,国机汽车,4.93,交运设备服务,7182395500,5076602600,
SH600336,澳柯玛,5.34,白色家电,4267638700,4147862500,
SH600337,美克家居,4.05,家用轻工,7172196600,6999660400,
SH600338,西藏珠峰,7.63,有色冶炼加工,6975423600,6975423600,
SH600339,中油工程,2.47,采掘服务,13790374000,13790374000,
SH600340,华夏幸福,23.94,房地产开发,72138065000,71322596000,
SH600343,航天动力,8.03,国防军工,5124797000,5124797000,
SH600345,长江通信,20.55,通信设备,4068900000,4068900000,
SH600346,恒力石化,14.13,化工合成材料,99462480000,65449250000,
SH600348,阳泉煤业,4.44,煤炭开采加工,10678200000,10678200000,
SH600350,山东高速,5.85,公路铁路运输,28145320000,28145320000,
SH600351,亚宝药业,4.97,中药,3826900100,3826900100,
SH600352,浙江龙盛,12.10,化学制品,39365316000,39365316000,
SH600353,旭光股份,5.05,其他电子,2745786000,2745786000,
SH600355,精伦电子,3.06,通信设备,1505793000,1505793000,
SH600356,恒丰纸业,6.42,造纸,1917855400,1917855400,
SH600358,国旅联合,--,传媒,1327983420,1327983420,
SH600359,新农开发,6.52,种植业与林业,2487463600,2487463600,
SH600360,华微电子,7.56,半导体及元件,7287623100,7259832500,
SH600361,华联综超,4.22,零售,2809709400,2809709400,
SH600362,江西铜业,12.80,有色冶炼加工,44322936000,26563167000,
SH600363,联创光电,13.68,光学光电子,6066761900,6066761900,
SH600365,通葡股份,3.41,零售,1364000000,1364000000,
SH600366,宁波韵升,5.55,新材料,5489581200,5489581200,
SH600367,红星发展,6.80,基础化学,2026706000,1980160000,
SH600368,五洲交通,3.83,公路铁路运输,4311170800,4311170800,
SH600369,西南证券,4.52,证券,25515893000,25515893000,
SH600370,三房巷,2.75,电力,2192421600,2192421600,
SH600371,万向德农,13.98,种植业与林业,3146338800,3146338800,
SH600372,中航电子,13.85,国防军工,24369431000,24369431000,
SH600373,中文传媒,12.01,传媒,16274315000,16274315000,
SH600375,华菱星马,5.09,汽车整车,2828719600,2828719600,
SH600376,首开股份,6.64,房地产开发,17128313000,17128313000,
SH600377,宁沪高速,10.52,公路铁路运输,52997104000,39973547000,
SH600378,昊华科技,17.46,化学制品,15655067000,5188994900,
SH600379,宝光股份,5.73,电气设备,1892055000,1892055000,
SH600380,健康元,12.53,化学制药,24394914000,24394914000,
SH600381,青海春天,4.38,传媒,2571326000,2571326000,
SH600382,广东明珠,6.27,综合,3805088500,3805088500,
SH600383,金地集团,13.43,房地产开发,60630857000,60630857000,
SH600386,北巴传媒,3.83,交运设备服务,3088512000,3088512000,
SH600387,海越能源,7.61,基础化学,3590203700,2953608400,
SH600388,龙净环保,8.96,专用设备,9578688000,9578688000,
SH600389,江山股份,19.17,化学制品,5693490000,5693490000,
SH600390,五矿资本,7.28,保险及其他,32745917000,32745917000,
SH600391,航发科技,17.33,国防军工,5721141900,5721141900,
SH600392,盛和资源,6.84,有色冶炼加工,12005342700,12005342700,
SH600393,粤泰股份,2.82,房地产开发,7152219000,2786739700,
SH600395,盘江股份,5.12,煤炭开采加工,8473865500,8473865500,
SH600396,金山股份,2.52,电力,3711221200,3711221200,
SH600397,安源煤业,2.21,煤炭开采加工,2187811300,2187811300,
SH600398,海澜之家,6.40,服装家纺,28288101000,28288101000,
SH600400,红豆股份,3.46,服装家纺,8765068900,8765068900,
SH600403,大有能源,3.59,煤炭开采加工,8583016500,8583016500,
SH600405,动力源,4.75,电气设备,2659729000,2628058400,
SH600406,国电南瑞,20.10,电气设备,92901010000,58991468000,
SH600409,三友化工,4.42,基础化学,9124424600,9004965100,
SH600410,华胜天成,14.81,计算机应用,16272390000,16272390000,
SH600415,小商品城,3.29,零售,17908175000,17908175000,
SH600418,江淮汽车,5.02,汽车整车,9504426800,9504426800,
SH600419,天润乳业,12.21,食品加工制造,3279597900,3279597900,
SH600420,现代制药,9.19,化学制药,9437637100,9437637100,
SH600422,昆药集团,9.67,中药,7358365100,7348649700,
SH600425,青松建化,3.95,建筑材料,5446220800,5446220800,
SH600426,华鲁恒升,16.63,化学制品,27051352000,26946084000,
SH600428,中远海特,3.11,港口航运,6676083900,6676083900,
SH600429,三元股份,4.84,食品加工制造,7248177900,7248177900,
SH600433,冠豪高新,3.10,造纸,3941077900,3941077900,
SH600435,北方导航,7.51,国防军工,11184793200,11184793200,
SH600436,片仔癀,140.25,中药,84615239000,84615239000,
SH600438,通威股份,15.11,电气设备,64789499000,64789499000,
SH600439,瑞贝卡,2.72,家用轻工,3079000400,3079000400,
SH600444,国机通用,9.12,专用设备,1335368020,1335368020,
SH600446,金证股份,17.08,计算机应用,14696323000,14572835000,
SH600448,华纺股份,4.80,纺织制造,2519278600,2470547700,
SH600449,宁夏建材,14.80,建筑材料,7077079400,7077079400,
SH600452,涪陵电力,19.25,电力,6036800000,6036800000,
SH600455,博通股份,22.04,传媒,1376574300,1376574300,
SH600456,宝钛股份,25.22,有色冶炼加工,10851301000,10851301000,
SH600458,时代新材,6.67,化学制品,5354663700,5354663700,
SH600459,贵研铂业,16.21,有色冶炼加工,7095246900,7095246900,
SH600460,士兰微,14.18,半导体及元件,18605034000,18605034000,
SH600461,洪城水业,7.08,燃气水务,6712111500,5590322900,
SH600463,空港股份,5.90,园区开发,1770000000,1770000000,
SH600466,蓝光发展,5.82,房地产开发,17554086000,17554086000,
SH600467,好当家,2.54,养殖业,3710925500,3710925500,
SH600468,百利电气,4.67,电气设备,5239249800,5239249800,
SH600469,风神股份,4.71,化工合成材料,2648966300,2648966300,
SH600470,六国化工,--,化学制品,1450048000,1450048000,
SH600475,华光股份,10.99,电气设备,6147720400,1544045300,
SH600476,湘邮科技,12.23,计算机应用,1969886100,1969886100,
SH600477,杭萧钢构,3.91,建筑装饰,8421113300,8420546300,
SH600478,科力远,3.85,电子制造,6365133300,6175906300,
SH600479,千金药业,8.71,中药,3645197000,3645197000,
SH600480,凌云股份,10.32,汽车零部件,5660321100,5627802000,
SH600481,双良节能,3.03,通用设备,4961127500,4930585100,
SH600482,中国动力,16.25,国防军工,27543684000,14134714000,
SH600483,福能股份,7.58,电力,11762907400,11762907400,
SH600486,扬农化工,75.30,化学制品,23335388000,23335388000,
SH600487,亨通光电,16.62,通信设备,32454628000,30942179000,
SH600488,XD天药股,4.47,化学制药,4880733500,4365307100,
SH600489,中金黄金,8.40,有色冶炼加工,28989552000,28989552000,
SH600490,鹏欣资源,3.45,有色冶炼加工,7644396400,5791529600,
SH600491,龙元建设,9.48,建筑装饰,14502105000,14502105000,
SH600493,凤竹纺织,5.00,纺织制造,1360000000,1360000000,
SH600495,晋西车轴,4.01,非汽车交运,4844845500,4844845500,
SH600496,精工钢构,3.48,建筑装饰,6300349300,5256349300,
SH600497,驰宏锌锗,3.48,有色冶炼加工,17717695000,14998446000,
SH600498,烽火通信,31.80,通信设备,37237311000,35200667000,
SH600499,科达洁能,4.09,专用设备,6450771300,5772889100,
SH600500,中化国际,4.96,化学制品,13695336000,13431266000,
SH600501,航天晨光,8.45,专用设备,3559846400,3559846400,
SH600502,安徽建工,3.88,建筑装饰,6678101900,3533632500,
SH600503,华丽家族,3.23,房地产开发,5175396700,5175396700,
SH600505,西昌电力,10.12,电力,3689423100,3689423100,
SH600506,香梨股份,8.36,种植业与林业,1234829460,1234829460,
SH600507,方大特钢,5.17,钢铁,11152609800,10684139400,
SH600508,上海能源,7.96,煤炭开采加工,5752835300,5752835300,
SH600509,天富能源,3.02,电力,3477273400,2735203700,
SH600510,黑牡丹,9.26,房地产开发,9696099900,9696099900,
SH600511,国药股份,31.20,医药商业,23540494000,8662474900,
SH600512,腾达建设,3.07,建筑装饰,4908631700,4908631700,
SH600513,联环药业,10.55,化学制药,3038298400,3011563600,
SH600515,海航基础,4.46,房地产开发,17427862000,7395997300,
SH600516,方大炭素,8.35,新材料,22699895000,22699895000,
SH600517,置信电气,7.11,保险及其他,37765372000,9642353200,
SH600519,贵州茅台,1265.70,饮料制造,1589969600000,1589969600000,
SH600520,文一科技,7.47,专用设备,1183472100,1183472100,
SH600521,华海药业,25.90,化学制药,34249408000,32396721000,
SH600522,中天科技,11.17,通信设备,34248534000,34248534000,
SH600523,贵航股份,12.92,汽车零部件,5223702300,5220256500,
SH600525,长园集团,5.00,电气设备,6528875800,6528875800,
SH600526,菲达环保,5.18,专用设备,2835556200,2835556200,
SH600527,江南高纤,3.57,化工合成材料,5151988700,4295188700,
SH600528,中铁工业,9.79,非汽车交运,21748990000,17991562000,
SH600529,山东药玻,37.66,医疗器械服务,22406485000,22406485000,
SH600531,豫光金铅,3.86,有色冶炼加工,4208336600,4208336600,
SH600532,宏达矿业,4.78,石油矿业开采,2466794100,2466794100,
SH600533,栖霞建设,3.49,房地产开发,3664500000,3664500000,
SH600535,天士力,14.01,中药,21192454000,21192454000,
SH600536,中国软件,82.70,计算机应用,40900342000,40900342000,
SH600537,亿晶光电,2.82,电气设备,3317333100,3317333100,
SH600538,国发股份,7.80,医药商业,3622329200,3622329200,
SH600540,新赛股份,4.27,种植业与林业,2010842500,2010842500,
SH600543,莫高股份,5.04,饮料制造,1618444800,1618444800,
SH600545,卓郎智能,5.02,专用设备,9514973200,5644122000,
SH600546,山煤国际,9.85,煤炭开采加工,19527193000,19527193000,
SH600547,山东黄金,36.29,有色冶炼加工,112484906000,79710857000,
SH600548,深高速,9.74,公路铁路运输,21240703000,13960053000,
SH600549,厦门钨业,11.26,有色冶炼加工,15832080000,15832080000,
SH600550,保变电气,5.18,电气设备,9539117500,7949264600,
SH600551,时代出版,7.34,传媒,3712757700,3712757700,
SH600552,凯盛科技,5.42,光学光电子,4140251300,4010707700,
SH600555,海航创新,--,景点及旅游,2437545000,1820445000,
SH600556,天下秀,16.68,传媒,28029411000,5817211000,
SH600557,康缘药业,13.42,中药,7956463500,7716005500,
SH600558,大西洋,3.01,通用设备,2701790500,2701790500,
SH600559,老白干酒,8.66,饮料制造,7770509300,7592425200,
SH600560,金自天正,10.30,专用设备,2303548700,2303548700,
SH600561,江西长运,4.60,公交,1090494400,1090494400,
SH600562,国睿科技,14.67,国防军工,9129885000,9129885000,
SH600563,法拉电子,52.63,半导体及元件,11841750000,11841750000,
SH600565,迪马股份,2.89,房地产开发,7039971500,6845763500,
SH600566,济川药业,20.72,中药,16885263000,16885263000,
SH600567,山鹰纸业,3.02,造纸,13878484000,13878484000,
SH600568,中珠医疗,1.35,房地产开发,2690374100,2112680200,
SH600569,安阳钢铁,2.05,钢铁,5888463800,4907053200,
SH600570,恒生电子,102.61,计算机应用,82410886000,82410886000,
SH600571,信雅达,9.00,计算机应用,3957113000,3880000000,
SH600572,康恩贝,5.16,中药,13763372000,13728584000,
SH600573,惠泉啤酒,6.00,饮料制造,1500000000,1500000000,
SH600575,淮河能源,2.30,物流,8938400400,8938400400,
SH600576,祥源文化,3.65,传媒,2260818800,2260818800,
SH600577,精达股份,3.11,电气设备,5975570100,5975570100,
SH600578,京能电力,2.89,电力,19498063000,19498063000,
SH600579,克劳斯,5.72,专用设备,5053027200,2347759300,
SH600580,卧龙电驱,10.73,电气设备,13962000000,13934574000,
SH600581,八一钢铁,3.01,钢铁,4614022600,4614022600,
SH600582,天地科技,3.04,专用设备,12581310200,12581310200,
SH600583,海油工程,4.95,采掘服务,21885706000,21885706000,
SH600584,长电科技,25.19,半导体及元件,40376410000,24801318000,
SH600585,海螺水泥,59.96,建筑材料,317746180000,239822170000,
SH600586,金晶科技,2.71,基础化学,3871966700,3871966700,
SH600587,新华医疗,15.68,医疗器械服务,6372792500,6326357400,
SH600588,用友网络,46.40,计算机应用,116152244000,115683875000,
SH600589,广东榕泰,--,化学制品,4541014700,4541014700,
SH600590,泰豪科技,5.60,电气设备,4851273200,4727385000,
SH600592,龙溪股份,11.54,通用设备,4610848200,4610848200,
SH600593,大连圣亚,41.72,景点及旅游,5373536000,5373536000,
SH600594,益佰制药,5.48,中药,4339762200,4339762200,
SH600596,新安股份,8.02,化学制品,5656382800,5572541700,
SH600597,光明乳业,12.32,食品加工制造,15085686000,15083401000,
